,y,x,osmid,highway,ref,geometry
141604305,48.8254178,2.3101759,141604305,,,POINT (2.3101759 48.8254178)
4250154475,48.8310705,2.3551739,4250154475,,,POINT (2.3551739 48.8310705)
512472569,48.8946265,2.3741143,512472569,,,POINT (2.3741143 48.8946265)
25671162,48.8549364,2.3535287,25671162,,,POINT (2.3535287 48.8549364)
141604352,48.8261003,2.3098831,141604352,,,POINT (2.3098831 48.8261003)
139310596,48.8313171,2.3068415,139310596,,,POINT (2.3068415 48.8313171)
260617736,48.8403844,2.265464,260617736,,,POINT (2.265464 48.8403844)
260617738,48.839313,2.2668766,260617738,,,POINT (2.2668766 48.839313)
139310604,48.8319082,2.3047938,139310604,,,POINT (2.3047938 48.8319082)
247805453,48.8492863,2.4146392,247805453,crossing,,POINT (2.4146392 48.8492863)
247805454,48.8491046,2.4130616,247805454,,,POINT (2.4130616 48.8491046)
139310605,48.8318166,2.3052434,139310605,,,POINT (2.3052434 48.8318166)
330493065,48.8401689,2.3219344,330493065,,,POINT (2.3219344 48.8401689)
39859734,48.8206585,2.321712,39859734,,,POINT (2.321712 48.8206585)
25245218,48.9003564,2.3769024,25245218,motorway_junction,,POINT (2.3769024 48.9003564)
505820709,48.8224059,2.3715695,505820709,traffic_signals,,POINT (2.3715695 48.8224059)
174994982,48.8835967,2.3733657,174994982,,,POINT (2.3733657 48.8835967)
2249340457,48.8378921,2.3572907,2249340457,,,POINT (2.3572907 48.8378921)
2249340458,48.8379747,2.3574796,2249340458,,,POINT (2.3574796 48.8379747)
505820718,48.8217032,2.3693568,505820718,,,POINT (2.3693568 48.8217032)
505820719,48.8213038,2.3696849,505820719,,,POINT (2.3696849 48.8213038)
207435310,48.8198018,2.3257586,207435310,,,POINT (2.3257586 48.8198018)
335689270,48.8487128,2.2852007,335689270,,,POINT (2.2852007 48.8487128)
25245240,48.9008777,2.3662217,25245240,,,POINT (2.3662217 48.9008777)
260617784,48.8399491,2.2664326,260617784,,,POINT (2.2664326 48.8399491)
25245242,48.9009,2.36454,25245242,motorway_junction,,POINT (2.36454 48.9009)
5024626237,48.8399884,2.3998769,5024626237,crossing,,POINT (2.3998769 48.8399884)
32560719,48.872754,2.3080827,32560719,,,POINT (2.3080827 48.872754)
260617791,48.8395965,2.2660964,260617791,,,POINT (2.2660964 48.8395965)
260617792,48.838975,2.2655032,260617792,,,POINT (2.2655032 48.838975)
603010627,48.8644042,2.3690386,603010627,traffic_signals,,POINT (2.3690386 48.8644042)
666949200,48.8570624,2.3041625,666949200,,,POINT (2.3041625 48.8570624)
260453960,48.8818033,2.2910563,260453960,,,POINT (2.2910563 48.8818033)
603010632,48.8620747,2.3726834,603010632,,,POINT (2.3726834 48.8620747)
32560721,48.8721542,2.3090607,32560721,,,POINT (2.3090607 48.8721542)
603010639,48.8648674,2.3706797,603010639,,,POINT (2.3706797 48.8648674)
603010640,48.8649642,2.3710458,603010640,,,POINT (2.3710458 48.8649642)
130037329,48.8326583,2.399883,130037329,,,POINT (2.399883 48.8326583)
206091857,48.8523153,2.3412746,206091857,,,POINT (2.3412746 48.8523153)
32560723,48.8714127,2.3073081,32560723,,,POINT (2.3073081 48.8714127)
141571672,48.8456571,2.2778679,141571672,,,POINT (2.2778679 48.8456571)
206091866,48.8524174,2.3417861,206091866,,,POINT (2.3417861 48.8524174)
260617820,48.8392013,2.2647302,260617820,,,POINT (2.2647302 48.8392013)
7624013417,48.8172787,2.3670622,7624013417,,,POINT (2.3670622 48.8172787)
130037356,48.8293282,2.3902518,130037356,traffic_signals,,POINT (2.3902518 48.8293282)
94189165,48.8853232,2.3718384,94189165,,,POINT (2.3718384 48.8853232)
94189169,48.8879985,2.3772367,94189169,,,POINT (2.3772367 48.8879985)
4547130993,48.8549377,2.2892654,4547130993,,,POINT (2.2892654 48.8549377)
4547130996,48.8551487,2.2894193,4547130996,,,POINT (2.2894193 48.8551487)
4547130999,48.8549615,2.289925,4547130999,,,POINT (2.289925 48.8549615)
4958500474,48.8580199,2.288251,4958500474,,,POINT (2.288251 48.8580199)
621295229,48.8860958,2.3830756,621295229,,,POINT (2.3830756 48.8860958)
141604480,48.8265748,2.3101172,141604480,traffic_signals,,POINT (2.3101172 48.8265748)
130037378,48.8364456,2.4078262,130037378,,,POINT (2.4078262 48.8364456)
7624013442,48.8189224,2.3657265,7624013442,,,POINT (2.3657265 48.8189224)
25245316,48.9010927,2.3550456,25245316,,,POINT (2.3550456 48.9010927)
148944517,48.8604803,2.3832556,148944517,,,POINT (2.3832556 48.8604803)
148944518,48.8609833,2.3851445,148944518,,,POINT (2.3851445 48.8609833)
148944519,48.8611758,2.3858318,148944519,,,POINT (2.3858318 48.8611758)
25245317,48.900903,2.3556666,25245317,motorway_junction,,POINT (2.3556666 48.900903)
260617860,48.836909,2.2615411,260617860,,,POINT (2.2615411 48.836909)
25245322,48.9011116,2.3474612,25245322,motorway_junction,,POINT (2.3474612 48.9011116)
25245323,48.9009653,2.3476274,25245323,,,POINT (2.3476274 48.9009653)
25245324,48.9009425,2.3405038,25245324,,,POINT (2.3405038 48.9009425)
25245325,48.900798,2.340582,25245325,motorway_junction,,POINT (2.340582 48.900798)
25245326,48.9008445,2.3342237,25245326,motorway_junction,,POINT (2.3342237 48.9008445)
25245327,48.9006765,2.3341795,25245327,,,POINT (2.3341795 48.9006765)
260421264,48.894853,2.3355052,260421264,,,POINT (2.3355052 48.894853)
431175315,48.8690597,2.3554204,431175315,traffic_signals,,POINT (2.3554204 48.8690597)
4864063131,48.8901116,2.3038258,4864063131,traffic_signals,,POINT (2.3038258 48.8901116)
1343567517,48.9009339,2.327614,1343567517,,,POINT (2.327614 48.9009339)
4864063134,48.8935643,2.3117798,4864063134,,,POINT (2.3117798 48.8935643)
141604509,48.8262782,2.3091044,141604509,,,POINT (2.3091044 48.8262782)
431175331,48.8690243,2.3555882,431175331,,,POINT (2.3555882 48.8690243)
273692324,48.8895911,2.326283,273692324,,,POINT (2.326283 48.8895911)
174995113,48.8816208,2.3723128,174995113,,,POINT (2.3723128 48.8816208)
431175338,48.8692631,2.3555588,431175338,,,POINT (2.3555588 48.8692631)
203339438,48.8640937,2.4069088,203339438,,,POINT (2.4069088 48.8640937)
271464114,48.8632152,2.2530645,271464114,,,POINT (2.2530645 48.8632152)
303478451,48.8506553,2.2702638,303478451,,,POINT (2.2702638 48.8506553)
271464117,48.8634489,2.2481119,271464117,,,POINT (2.2481119 48.8634489)
666941109,48.8594762,2.301486,666941109,,,POINT (2.301486 48.8594762)
666941110,48.8594203,2.3013051,666941110,,,POINT (2.3013051 48.8594203)
356300472,48.8624307,2.2306833,356300472,,,POINT (2.2306833 48.8624307)
209139387,48.8994361,2.3928027,209139387,motorway_junction,,POINT (2.3928027 48.8994361)
139310781,48.8306991,2.3036043,139310781,,,POINT (2.3036043 48.8306991)
26588862,48.8520905,2.3656427,26588862,traffic_signals,,POINT (2.3656427 48.8520905)
356300477,48.8619955,2.2303021,356300477,,,POINT (2.2303021 48.8619955)
224147138,48.8593568,2.3529583,224147138,,,POINT (2.3529583 48.8593568)
17348292,48.8976232,2.3857394,17348292,traffic_signals,,POINT (2.3857394 48.8976232)
17348293,48.8976299,2.3854683,17348293,traffic_signals,,POINT (2.3854683 48.8976299)
110573261,48.8425288,2.3003418,110573261,,,POINT (2.3003418 48.8425288)
666941135,48.8596527,2.301297,666941135,,,POINT (2.301297 48.8596527)
17348307,48.9009577,2.3873065,17348307,,,POINT (2.3873065 48.9009577)
178763476,48.8733612,2.3236609,178763476,,,POINT (2.3236609 48.8733612)
17348310,48.9005109,2.3870127,17348310,,,POINT (2.3870127 48.9005109)
178763478,48.8741849,2.3239352,178763478,traffic_signals,,POINT (2.3239352 48.8741849)
773240540,48.8619705,2.4013269,773240540,,,POINT (2.4013269 48.8619705)
25671389,48.8513429,2.3622643,25671389,traffic_signals,,POINT (2.3622643 48.8513429)
25671390,48.8515158,2.3637199,25671390,traffic_signals,,POINT (2.3637199 48.8515158)
773240541,48.8625249,2.4023425,773240541,,,POINT (2.4023425 48.8625249)
25671388,48.8510567,2.3622851,25671388,traffic_signals,,POINT (2.3622851 48.8510567)
141571829,48.8461595,2.2782478,141571829,,,POINT (2.2782478 48.8461595)
178763513,48.8751864,2.3238335,178763513,traffic_signals,,POINT (2.3238335 48.8751864)
178763514,48.8715077,2.3231084,178763514,traffic_signals,,POINT (2.3231084 48.8715077)
280246014,48.8802517,2.3536377,280246014,,,POINT (2.3536377 48.8802517)
202815231,48.8765239,2.3486204,202815231,,,POINT (2.3486204 48.8765239)
148944645,48.8591975,2.3862187,148944645,,,POINT (2.3862187 48.8591975)
5204784909,48.8850672,2.2966674,5204784909,,,POINT (2.2966674 48.8850672)
94156557,48.8757869,2.3565051,94156557,,,POINT (2.3565051 48.8757869)
94156558,48.874164,2.3552614,94156558,,,POINT (2.3552614 48.874164)
207435542,48.8198573,2.325489,207435542,,,POINT (2.325489 48.8198573)
2294658839,48.8973139,2.3243465,2294658839,,,POINT (2.3243465 48.8973139)
2294658847,48.8988772,2.3238005,2294658847,,,POINT (2.3238005 48.8988772)
1887844131,48.872731,2.3992547,1887844131,,,POINT (2.3992547 48.872731)
141604644,48.8267434,2.3093368,141604644,traffic_signals,,POINT (2.3093368 48.8267434)
260618028,48.8387956,2.2612896,260618028,,,POINT (2.2612896 48.8387956)
260618029,48.8377806,2.2595711,260618029,,,POINT (2.2595711 48.8377806)
148944692,48.8593487,2.3868392,148944692,,,POINT (2.3868392 48.8593487)
271464244,48.8630617,2.2562302,271464244,,,POINT (2.2562302 48.8630617)
1254700857,48.8862983,2.362837,1254700857,,,POINT (2.362837 48.8862983)
507164476,48.8250544,2.3572077,507164476,,,POINT (2.3572077 48.8250544)
178763582,48.871718,2.3220943,178763582,traffic_signals,,POINT (2.3220943 48.871718)
277624640,48.8546262,2.4121451,277624640,,,POINT (2.4121451 48.8546262)
270186307,48.8638804,2.299106,270186307,,,POINT (2.299106 48.8638804)
141604682,48.8268525,2.3088503,141604682,traffic_signals,,POINT (2.3088503 48.8268525)
123713357,48.8236767,2.3618793,123713357,traffic_signals,,POINT (2.3618793 48.8236767)
25671506,48.8489033,2.3625131,25671506,,,POINT (2.3625131 48.8489033)
507164504,48.8250729,2.3573008,507164504,,,POINT (2.3573008 48.8250729)
5647775594,48.8361634,2.2783463,5647775594,,,POINT (2.2783463 48.8361634)
2399876970,48.8516851,2.3476942,2399876970,,,POINT (2.3476942 48.8516851)
6012712826,48.8769868,2.285561,6012712826,,,POINT (2.285561 48.8769868)
137705346,48.8383825,2.3089437,137705346,,,POINT (2.3089437 48.8383825)
94156677,48.8743607,2.3553833,94156677,traffic_signals,,POINT (2.3553833 48.8743607)
260618120,48.8371916,2.2595867,260618120,,,POINT (2.2595867 48.8371916)
6594770830,48.8961824,2.3181908,6594770830,,,POINT (2.3181908 48.8961824)
165164943,48.8381238,2.2550287,165164943,,,POINT (2.2550287 48.8381238)
256587669,48.8666302,2.3673384,256587669,,,POINT (2.3673384 48.8666302)
6892173207,48.8780127,2.3051672,6892173207,,,POINT (2.3051672 48.8780127)
1343567770,48.8983602,2.333868,1343567770,,,POINT (2.333868 48.8983602)
202815391,48.8760934,2.3511154,202815391,,,POINT (2.3511154 48.8760934)
330217377,48.8442329,2.3784775,330217377,,,POINT (2.3784775 48.8442329)
1911142315,48.858279,2.2722073,1911142315,,,POINT (2.2722073 48.858279)
706197426,48.8653756,2.3535339,706197426,,,POINT (2.3535339 48.8653756)
1721218995,48.8957647,2.3793084,1721218995,,,POINT (2.3793084 48.8957647)
1343567797,48.8991499,2.3362804,1343567797,,,POINT (2.3362804 48.8991499)
260618165,48.8379447,2.2596797,260618165,,,POINT (2.2596797 48.8379447)
273692604,48.8904136,2.3265619,273692604,,,POINT (2.3265619 48.8904136)
1721219009,48.8959856,2.3792879,1721219009,,,POINT (2.3792879 48.8959856)
248494025,48.8505629,2.3731817,248494025,,,POINT (2.3731817 48.8505629)
2051127248,48.8681688,2.3436045,2051127248,traffic_signals,,POINT (2.3436045 48.8681688)
148944850,48.8575237,2.3868796,148944850,,,POINT (2.3868796 48.8575237)
148944851,48.8570719,2.3851311,148944851,,,POINT (2.3851311 48.8570719)
14956508,48.8365305,2.3720777,14956508,,,POINT (2.3720777 48.8365305)
169293789,48.8161307,2.3442133,169293789,,,POINT (2.3442133 48.8161307)
315275231,48.8809268,2.2813104,315275231,,,POINT (2.2813104 48.8809268)
14956512,48.8348853,2.3739199,14956512,,,POINT (2.3739199 48.8348853)
14956513,48.8317936,2.3766107,14956513,,,POINT (2.3766107 48.8317936)
14956514,48.8373662,2.3738604,14956514,traffic_signals,,POINT (2.3738604 48.8373662)
14956515,48.8356807,2.3753779,14956515,traffic_signals,,POINT (2.3753779 48.8356807)
14956516,48.8314623,2.3759776,14956516,traffic_signals,,POINT (2.3759776 48.8314623)
14956517,48.8310639,2.377532,14956517,traffic_signals,,POINT (2.377532 48.8310639)
169293797,48.8160316,2.3438881,169293797,,,POINT (2.3438881 48.8160316)
14956519,48.830483,2.3765852,14956519,,,POINT (2.3765852 48.830483)
14956520,48.835929,2.372844,14956520,,,POINT (2.372844 48.835929)
169293796,48.8159207,2.3439227,169293796,,,POINT (2.3439227 48.8159207)
14956518,48.8350144,2.3726215,14956518,,,POINT (2.3726215 48.8350144)
14956521,48.8343479,2.3729368,14956521,,,POINT (2.3729368 48.8343479)
203339756,48.8637383,2.4076857,203339756,,,POINT (2.4076857 48.8637383)
14956525,48.8283985,2.3785514,14956525,,,POINT (2.3785514 48.8283985)
14956526,48.828501,2.3787955,14956526,,,POINT (2.3787955 48.828501)
14956527,48.8280661,2.3777767,14956527,,,POINT (2.3777767 48.8280661)
148944876,48.8591194,2.3859172,148944876,,,POINT (2.3859172 48.8591194)
14956529,48.8290817,2.3779076,14956529,,,POINT (2.3779076 48.8290817)
14956530,48.8291755,2.3781548,14956530,,,POINT (2.3781548 48.8291755)
14956531,48.827984,2.3792978,14956531,traffic_signals,,POINT (2.3792978 48.827984)
14956532,48.8352923,2.38535,14956532,,,POINT (2.38535 48.8352923)
14956533,48.8363237,2.3850379,14956533,,,POINT (2.3850379 48.8363237)
14956534,48.837203,2.3835434,14956534,,,POINT (2.3835434 48.837203)
14956535,48.8380367,2.3819774,14956535,,,POINT (2.3819774 48.8380367)
14956536,48.8385963,2.3811933,14956536,,,POINT (2.3811933 48.8385963)
14956537,48.8359053,2.3864726,14956537,,,POINT (2.3864726 48.8359053)
14956538,48.8399472,2.3823697,14956538,traffic_signals,,POINT (2.3823697 48.8399472)
148944889,48.8573608,2.386249,148944889,,,POINT (2.386249 48.8573608)
1860679670,48.8774136,2.2704665,1860679670,,,POINT (2.2704665 48.8774136)
14956542,48.8359918,2.384463,14956542,,,POINT (2.384463 48.8359918)
14956543,48.8345784,2.3862117,14956543,,,POINT (2.3862117 48.8345784)
315275265,48.8806273,2.2810489,315275265,,,POINT (2.2810489 48.8806273)
14956545,48.8351891,2.3873395,14956545,,,POINT (2.3873395 48.8351891)
14956546,48.8347399,2.3879034,14956546,,,POINT (2.3879034 48.8347399)
14956547,48.8338856,2.3889828,14956547,traffic_signals,,POINT (2.3889828 48.8338856)
14956548,48.8330601,2.3874465,14956548,,,POINT (2.3874465 48.8330601)
14956550,48.8329627,2.3900841,14956550,,,POINT (2.3900841 48.8329627)
14956551,48.8329762,2.390335,14956551,,,POINT (2.390335 48.8329762)
428881926,48.8573179,2.2286117,428881926,,,POINT (2.2286117 48.8573179)
989149193,48.8499562,2.2662608,989149193,turning_circle,,POINT (2.2662608 48.8499562)
14956555,48.8328733,2.3902464,14956555,,,POINT (2.3902464 48.8328733)
24983566,48.8517476,2.3373982,24983566,,,POINT (2.3373982 48.8517476)
24983568,48.8524745,2.3387535,24983568,traffic_signals,,POINT (2.3387535 48.8524745)
148944914,48.8589514,2.3852698,148944914,,,POINT (2.3852698 48.8589514)
14956567,48.8510306,2.377185,14956567,,,POINT (2.377185 48.8510306)
14956569,48.85004,2.376537,14956569,,,POINT (2.376537 48.85004)
14956570,48.8497714,2.3770055,14956570,,,POINT (2.3770055 48.8497714)
148944923,48.8571888,2.3855834,148944923,,,POINT (2.3855834 48.8571888)
169326630,48.8728282,2.3100572,169326630,,,POINT (2.3100572 48.8728282)
148944950,48.8587824,2.3846328,148944950,,,POINT (2.3846328 48.8587824)
162314294,48.8264916,2.2963283,162314294,motorway_junction,,POINT (2.2963283 48.8264916)
139311158,48.833108,2.3058573,139311158,,,POINT (2.3058573 48.833108)
21379135,48.8708899,2.3248451,21379135,traffic_signals,,POINT (2.3248451 48.8708899)
260618312,48.8381773,2.2581939,260618312,,,POINT (2.2581939 48.8381773)
6554662989,48.8535767,2.369066,6554662989,,,POINT (2.369066 48.8535767)
361074,48.8612187,2.353509,361074,traffic_signals,,POINT (2.353509 48.8612187)
6554662994,48.8532987,2.3696463,6554662994,,,POINT (2.3696463 48.8532987)
361075,48.8627236,2.3543162,361075,traffic_signals,,POINT (2.3543162 48.8627236)
3805263959,48.8997329,2.3711189,3805263959,,,POINT (2.3711189 48.8997329)
273692759,48.8880233,2.3257574,273692759,,,POINT (2.3257574 48.8880233)
398571618,48.8443197,2.4083869,398571618,,,POINT (2.4083869 48.8443197)
24983651,48.8522875,2.3387161,24983651,traffic_signals,,POINT (2.3387161 48.8522875)
1343567976,48.8984111,2.3347918,1343567976,,,POINT (2.3347918 48.8984111)
25573496,48.8897924,2.3429434,25573496,traffic_signals,,POINT (2.3429434 48.8897924)
398571644,48.8412142,2.4071729,398571644,,,POINT (2.4071729 48.8412142)
260618369,48.8392013,2.2614966,260618369,,,POINT (2.2614966 48.8392013)
148945034,48.8578799,2.3851697,148945034,,,POINT (2.3851697 48.8578799)
148945035,48.8580596,2.3858111,148945035,,,POINT (2.3858111 48.8580596)
148945036,48.8582283,2.3864505,148945036,,,POINT (2.3864505 48.8582283)
148945037,48.8584616,2.3873376,148945037,,,POINT (2.3873376 48.8584616)
283555978,48.8551242,2.353045,283555978,,,POINT (2.353045 48.8551242)
260618382,48.8409495,2.2624264,260618382,,,POINT (2.2624264 48.8409495)
260618381,48.8408639,2.2623806,260618381,,,POINT (2.2623806 48.8408639)
270678168,48.8749503,2.3065696,270678168,,,POINT (2.3065696 48.8749503)
356300952,48.8532726,2.226423,356300952,,,POINT (2.226423 48.8532726)
1299921050,48.8529627,2.3969494,1299921050,,,POINT (2.3969494 48.8529627)
260618395,48.8417046,2.259018,260618395,,,POINT (2.259018 48.8417046)
148945054,48.8580449,2.387583,148945054,,,POINT (2.387583 48.8580449)
175093927,48.8276208,2.3053832,175093927,,,POINT (2.3053832 48.8276208)
270678185,48.8749303,2.3052656,270678185,traffic_signals,,POINT (2.3052656 48.8749303)
25573546,48.8889015,2.3415321,25573546,,,POINT (2.3415321 48.8889015)
270678186,48.8749693,2.3059629,270678186,traffic_signals,,POINT (2.3059629 48.8749693)
1631336631,48.8944912,2.3705585,1631336631,traffic_signals,,POINT (2.3705585 48.8944912)
1369651401,48.8849675,2.2966372,1369651401,,,POINT (2.2966372 48.8849675)
159693030,48.8598576,2.3543405,159693030,,,POINT (2.3543405 48.8598576)
2527279338,48.8892686,2.3357772,2527279338,,,POINT (2.3357772 48.8892686)
1759328491,48.889006,2.3195393,1759328491,,,POINT (2.3195393 48.889006)
2527279339,48.889791,2.335707,2527279339,,,POINT (2.335707 48.889791)
25573614,48.8895139,2.3406576,25573614,,,POINT (2.3406576 48.8895139)
25573616,48.8890296,2.34069,25573616,,,POINT (2.34069 48.8890296)
245086454,48.8852208,2.332867,245086454,,,POINT (2.332867 48.8852208)
2127247613,48.8856466,2.3964804,2127247613,,,POINT (2.3964804 48.8856466)
258357503,48.8339231,2.4067915,258357503,,,POINT (2.4067915 48.8339231)
138262786,48.839406,2.3008234,138262786,,,POINT (2.3008234 48.839406)
1759328519,48.8962114,2.3098794,1759328519,crossing,,POINT (2.3098794 48.8962114)
138262794,48.8407228,2.299971,138262794,,,POINT (2.299971 48.8407228)
260618507,48.8407603,2.2634001,260618507,,,POINT (2.2634001 48.8407603)
178764044,48.8750284,2.324578,178764044,traffic_signals,,POINT (2.324578 48.8750284)
178764043,48.8733219,2.3243018,178764043,,,POINT (2.3243018 48.8733219)
178764046,48.8740924,2.324604,178764046,traffic_signals,,POINT (2.324604 48.8740924)
25573648,48.8871542,2.3413866,25573648,,,POINT (2.3413866 48.8871542)
160020757,48.854648,2.2967204,160020757,,,POINT (2.2967204 48.854648)
1037154598,48.822658,2.3226622,1037154598,traffic_signals,,POINT (2.3226622 48.822658)
270678310,48.8747794,2.3051834,270678310,,,POINT (2.3051834 48.8747794)
1037154606,48.8223979,2.3239111,1037154606,,,POINT (2.3239111 48.8223979)
335690031,48.8496105,2.286139,335690031,traffic_signals,,POINT (2.286139 48.8496105)
270678320,48.8747998,2.3059711,270678320,traffic_signals,,POINT (2.3059711 48.8747998)
1369651515,48.8853379,2.2974805,1369651515,,,POINT (2.2974805 48.8853379)
178764097,48.871393,2.3234969,178764097,traffic_signals,,POINT (2.3234969 48.871393)
60766531,48.8979651,2.3525397,60766531,traffic_signals,,POINT (2.3525397 48.8979651)
327170372,48.8796475,2.4082424,327170372,,,POINT (2.4082424 48.8796475)
6102497607,48.8701527,2.3427229,6102497607,,,POINT (2.3427229 48.8701527)
432814410,48.8842964,2.3675706,432814410,traffic_signals,,POINT (2.3675706 48.8842964)
258357588,48.8371969,2.4079169,258357588,,,POINT (2.4079169 48.8371969)
36485460,48.8561536,2.2930917,36485460,traffic_signals,,POINT (2.2930917 48.8561536)
558381400,48.833642,2.3819421,558381400,,,POINT (2.3819421 48.833642)
3730979166,48.8311235,2.3811579,3730979166,,,POINT (2.3811579 48.8311235)
6272792929,48.8243266,2.363686,6272792929,,,POINT (2.363686 48.8243266)
315275629,48.879075,2.2805432,315275629,,,POINT (2.2805432 48.879075)
558381428,48.8333957,2.3822548,558381428,,,POINT (2.3822548 48.8333957)
29604212,48.8717777,2.3305842,29604212,traffic_signals,,POINT (2.3305842 48.8717777)
157530492,48.8386397,2.3052683,157530492,,,POINT (2.3052683 48.8386397)
303479165,48.8477745,2.2726086,303479165,,,POINT (2.2726086 48.8477745)
157530497,48.8492859,2.2981463,157530497,traffic_signals,,POINT (2.2981463 48.8492859)
29604226,48.8735856,2.3283475,29604226,,,POINT (2.3283475 48.8735856)
6360185219,48.8987845,2.3228354,6360185219,,,POINT (2.3228354 48.8987845)
157530500,48.8464704,2.2706081,157530500,traffic_signals,,POINT (2.2706081 48.8464704)
29604227,48.8730323,2.3283036,29604227,,,POINT (2.3283036 48.8730323)
1747138953,48.8782764,2.3730374,1747138953,,,POINT (2.3730374 48.8782764)
157530505,48.8399825,2.2998653,157530505,,,POINT (2.2998653 48.8399825)
576174475,48.8655991,2.4066152,576174475,,,POINT (2.4066152 48.8655991)
428882317,48.8528804,2.2302821,428882317,,,POINT (2.2302821 48.8528804)
29604238,48.8721849,2.32987,29604238,,,POINT (2.32987 48.8721849)
29604239,48.8723065,2.328219,29604239,,,POINT (2.328219 48.8723065)
1490139536,48.900509,2.3443731,1490139536,,,POINT (2.3443731 48.900509)
29604242,48.8731421,2.3267504,29604242,traffic_signals,,POINT (2.3267504 48.8731421)
29604243,48.8735071,2.3208299,29604243,traffic_signals,,POINT (2.3208299 48.8735071)
1490139542,48.8994679,2.3443899,1490139542,,,POINT (2.3443899 48.8994679)
29604246,48.8730723,2.3277036,29604246,,,POINT (2.3277036 48.8730723)
94157217,48.8747743,2.3534685,94157217,,,POINT (2.3534685 48.8747743)
175487395,48.8289069,2.3086949,175487395,,,POINT (2.3086949 48.8289069)
94157219,48.8753256,2.3509072,94157219,traffic_signals,,POINT (2.3509072 48.8753256)
21378252,48.8561489,2.3024409,21378252,,,POINT (2.3024409 48.8561489)
21378253,48.8578191,2.3065385,21378253,,,POINT (2.3065385 48.8578191)
178764205,48.8726054,2.3239929,178764205,,,POINT (2.3239929 48.8726054)
29604272,48.8705675,2.3260902,29604272,traffic_signals,,POINT (2.3260902 48.8705675)
29604273,48.8695736,2.3258699,29604273,,,POINT (2.3258699 48.8695736)
174995893,48.8804375,2.3711738,174995893,,,POINT (2.3711738 48.8804375)
5340576187,48.8470894,2.330049,5340576187,traffic_signals,,POINT (2.330049 48.8470894)
583023037,48.8754844,2.3576203,583023037,,,POINT (2.3576203 48.8754844)
36485568,48.8562615,2.2929218,36485568,traffic_signals,,POINT (2.2929218 48.8562615)
21378258,48.8548767,2.29638,21378258,,,POINT (2.29638 48.8548767)
25934279,48.8689063,2.310341,25934279,,,POINT (2.310341 48.8689063)
25934280,48.8690758,2.3103195,25934280,,,POINT (2.3103195 48.8690758)
663239121,48.8847592,2.2985636,663239121,,,POINT (2.2985636 48.8847592)
583023059,48.8764589,2.3563083,583023059,traffic_signals,,POINT (2.3563083 48.8764589)
583023060,48.876171,2.3578565,583023060,,,POINT (2.3578565 48.876171)
178764245,48.8720709,2.3259555,178764245,,,POINT (2.3259555 48.8720709)
21346780,48.848978,2.2977937,21346780,,,POINT (2.2977937 48.848978)
21346783,48.8546229,2.295505,21346783,,,POINT (2.295505 48.8546229)
21346784,48.8544552,2.2957652,21346784,,,POINT (2.2957652 48.8544552)
21346786,48.8449989,2.3106883,21346786,,,POINT (2.3106883 48.8449989)
130234851,48.8404712,2.2718269,130234851,,,POINT (2.2718269 48.8404712)
21346787,48.8451773,2.3110478,21346787,,,POINT (2.3110478 48.8451773)
21346788,48.8491834,2.297972,21346788,traffic_signals,,POINT (2.297972 48.8491834)
148945385,48.8632782,2.3850021,148945385,,,POINT (2.3850021 48.8632782)
25934313,48.8696731,2.3101026,25934313,traffic_signals,,POINT (2.3101026 48.8696731)
25934315,48.8696029,2.3105834,25934315,,,POINT (2.3105834 48.8696029)
130234860,48.8401865,2.2719566,130234860,,,POINT (2.2719566 48.8401865)
25934316,48.8694128,2.3109443,25934316,,,POINT (2.3109443 48.8694128)
130234862,48.8401464,2.2716939,130234862,,,POINT (2.2716939 48.8401464)
21346796,48.854607,2.2888812,21346796,traffic_signals,,POINT (2.2888812 48.854607)
130234864,48.8402443,2.2715344,130234864,,,POINT (2.2715344 48.8402443)
21346801,48.85431,2.2923073,21346801,,,POINT (2.2923073 48.85431)
21346802,48.8527335,2.2907412,21346802,traffic_signals,,POINT (2.2907412 48.8527335)
21346799,48.8538019,2.2941883,21346799,traffic_signals,,POINT (2.2941883 48.8538019)
130234868,48.840425,2.2715938,130234868,,,POINT (2.2715938 48.840425)
21346804,48.85246,2.2905797,21346804,traffic_signals,,POINT (2.2905797 48.85246)
178764278,48.8723623,2.3248871,178764278,,,POINT (2.3248871 48.8723623)
148945399,48.8618586,2.3834217,148945399,,,POINT (2.3834217 48.8618586)
116111863,48.8386531,2.3087434,116111863,,,POINT (2.3087434 48.8386531)
116111865,48.8411216,2.3066683,116111865,,,POINT (2.3066683 48.8411216)
168540666,48.8165448,2.3433353,168540666,motorway_junction,,POINT (2.3433353 48.8165448)
1369651714,48.8866804,2.2976149,1369651714,,,POINT (2.2976149 48.8866804)
24984072,48.8499266,2.343645,24984072,traffic_signals,,POINT (2.343645 48.8499266)
558381579,48.8323182,2.3840058,558381579,,,POINT (2.3840058 48.8323182)
256588304,48.867649,2.3772759,256588304,,,POINT (2.3772759 48.867649)
558381585,48.8335986,2.3826376,558381585,,,POINT (2.3826376 48.8335986)
206092825,48.834108,2.4103817,206092825,,,POINT (2.4103817 48.834108)
60766750,48.8978426,2.3472623,60766750,,,POINT (2.3472623 48.8978426)
148945438,48.8629626,2.3826146,148945438,,,POINT (2.3826146 48.8629626)
178764319,48.873236,2.3254339,178764319,,,POINT (2.3254339 48.873236)
